rest_close_eye_start,rest_close_eye_start_lsl,rest_close_eye_end,rest_close_eye_end_lsl,rest_open_eye_start,rest_open_eye_start_lsl,rest_open_eye_end,rest_open_eye_end_lsl,event,rating_label,kss_rating,time_sec,lsl_timestamp,stress,frustration,phase,trial,tick_soa_s,is_target_double_jump,responded,rt,n_positions,position_phase,correct,hit,false_alarm,miss,participant,calibration_min,formal_min,ratings_every_min,mack_positions,mack_initial_SOA,mack_target_prob
,,,,,,,,,,,517,147715.4656441,,,Mackworth_Formal,469,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,518,147716.0920378,,,Mackworth_Formal,470,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,518,147716.7078491,,,Mackworth_Formal,471,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,519,147717.3240898,,,Mackworth_Formal,472,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,520,147718.2760735,,,Mackworth_Formal,473,0.6035268347522856,1,0,,8,0,0,0,0,1,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,521,147718.8800543,,,Mackworth_Formal,474,0.6035268347522856,0,1,-0.2780219999840483,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,521,147719.4904329,,,Mackworth_Formal,475,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,522,147720.1352145,,,Mackworth_Formal,476,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,523,147720.7750624,,,Mackworth_Formal,477,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,523,147721.3916738,,,Mackworth_Formal,478,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,524,147722.017963,,,Mackworth_Formal,479,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,524,147722.6606093,,,Mackworth_Formal,480,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,525,147723.2853021,,,Mackworth_Formal,481,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,526,147723.9031942,,,Mackworth_Formal,482,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,527,147724.8600734,,,Mackworth_Formal,483,0.6035268347522856,1,0,,8,0,0,0,0,1,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,527,147725.5057629,,,Mackworth_Formal,484,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,528,147726.1226234,,,Mackworth_Formal,485,0.6035268347522856,1,1,0.5246632000198588,8,0,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,528,147726.7279816,,,Mackworth_Formal,486,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,529,147727.3365749,,,Mackworth_Formal,487,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,530,147727.9524951,,,Mackworth_Formal,488,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,530,147728.5616298,,,Mackworth_Formal,489,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,531,147729.1858198,,,Mackworth_Formal,490,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,532,147729.8025301,,,Mackworth_Formal,491,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,532,147730.4241093,,,Mackworth_Formal,492,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,533,147731.0326029,,,Mackworth_Formal,493,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,533,147731.6605518,,,Mackworth_Formal,494,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,534,147732.2692534,,,Mackworth_Formal,495,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,535,147732.8947679,,,Mackworth_Formal,496,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,535,147733.5027876,,,Mackworth_Formal,497,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,536,147734.1380985,,,Mackworth_Formal,498,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,537,147734.7640148,,,Mackworth_Formal,499,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,537,147735.4410231,,,Mackworth_Formal,500,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,538,147736.4651011,,,Mackworth_Formal,501,0.6035268347522856,0,1,0.5807305000198539,8,0,0,0,1,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,539,147737.1251421,,,Mackworth_Formal,502,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,539,147737.7446312,,,Mackworth_Formal,503,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,540,147738.3522467,,,Mackworth_Formal,504,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,541,147738.9935687,,,Mackworth_Formal,505,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,541,147739.6192921,,,Mackworth_Formal,506,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,542,147740.2447695,,,Mackworth_Formal,507,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,543,147740.8738951,,,Mackworth_Formal,508,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,543,147741.5173312,,,Mackworth_Formal,509,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,544,147742.1416123,,,Mackworth_Formal,510,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,545,147742.7576258,,,Mackworth_Formal,511,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,545,147743.3744314,,,Mackworth_Formal,512,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,546,147744.0158161,,,Mackworth_Formal,513,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,546,147744.6468438,,,Mackworth_Formal,514,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,547,147745.2720886,,,Mackworth_Formal,515,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,548,147745.8809236,,,Mackworth_Formal,516,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,548,147746.498018,,,Mackworth_Formal,517,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,549,147747.114591,,,Mackworth_Formal,518,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,549,147747.7313071,,,Mackworth_Formal,519,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,550,147748.3394181,,,Mackworth_Formal,520,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,551,147748.9559643,,,Mackworth_Formal,521,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,551,147749.5608674,,,Mackworth_Formal,522,0.6035268347522856,1,1,0.5384992000181228,8,0,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,552,147750.1830802,,,Mackworth_Formal,523,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,553,147750.807616,,,Mackworth_Formal,524,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,553,147751.4189967,,,Mackworth_Formal,525,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,554,147752.0296234,,,Mackworth_Formal,526,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,554,147752.6384729,,,Mackworth_Formal,527,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,555,147753.2460237,,,Mackworth_Formal,528,0.6035268347522856,1,1,0.5020121000125073,8,0,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,556,147753.8715837,,,Mackworth_Formal,529,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,556,147754.4941443,,,Mackworth_Formal,530,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,557,147755.1176125,,,Mackworth_Formal,531,0.6035268347522856,1,1,0.5237938000063878,8,0,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,557,147755.7435836,,,Mackworth_Formal,532,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,558,147756.3513679,,,Mackworth_Formal,533,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,559,147756.9874777,,,Mackworth_Formal,534,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,559,147757.6178238,,,Mackworth_Formal,535,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,560,147758.2527421,,,Mackworth_Formal,536,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,561,147758.8848287,,,Mackworth_Formal,537,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,561,147759.5071522,,,Mackworth_Formal,538,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,562,147760.1145539,,,Mackworth_Formal,539,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,562,147760.7319806,,,Mackworth_Formal,540,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,563,147761.3573851,,,Mackworth_Formal,541,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,564,147761.9762342,,,Mackworth_Formal,542,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,KSS,During,5,568,147766.2031427,,,,,,,,,,,,,,,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,Stress,During,,570,147768.6295799,2,,,,,,,,,,,,,,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,Frustration,During,,571,147769.6218241,,1,,,,,,,,,,,,,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,574,147772.312891,,,Mackworth_Formal,543,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,575,147772.9219592,,,Mackworth_Formal,544,0.6035268347522856,1,1,0.5382064000004902,8,0,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,575,147773.5684481,,,Mackworth_Formal,545,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,576,147774.2037306,,,Mackworth_Formal,546,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,577,147774.8543413,,,Mackworth_Formal,547,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,577,147775.4796015,,,Mackworth_Formal,548,0.6035268347522856,1,1,0.3983689000015147,8,0,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,578,147776.1042976,,,Mackworth_Formal,549,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,578,147776.7205176,,,Mackworth_Formal,550,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,579,147777.3269975,,,Mackworth_Formal,551,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,580,147777.9430122,,,Mackworth_Formal,552,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,580,147778.5579332,,,Mackworth_Formal,553,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,581,147779.198698,,,Mackworth_Formal,554,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,582,147779.8331065,,,Mackworth_Formal,555,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,582,147780.4744874,,,Mackworth_Formal,556,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,583,147781.0929657,,,Mackworth_Formal,557,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,583,147781.7172183,,,Mackworth_Formal,558,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,584,147782.3338632,,,Mackworth_Formal,559,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,585,147782.9392852,,,Mackworth_Formal,560,0.6035268347522856,1,1,0.42336640000576153,8,0,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,585,147783.5646041,,,Mackworth_Formal,561,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,586,147784.1839097,,,Mackworth_Formal,562,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,587,147784.8179191,,,Mackworth_Formal,563,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,587,147785.4369319,,,Mackworth_Formal,564,0.6035268347522856,1,1,0.3473896000068635,8,0,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,588,147786.0699208,,,Mackworth_Formal,565,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,588,147786.7036968,,,Mackworth_Formal,566,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,589,147787.3356351,,,Mackworth_Formal,567,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,590,147787.9540322,,,Mackworth_Formal,568,0.6035268347522856,1,1,0.38592709999647923,8,0,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,590,147788.5844642,,,Mackworth_Formal,569,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,591,147789.2188169,,,Mackworth_Formal,570,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,592,147789.8436588,,,Mackworth_Formal,571,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,592,147790.4773804,,,Mackworth_Formal,572,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,593,147791.094303,,,Mackworth_Formal,573,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,593,147791.7105485,,,Mackworth_Formal,574,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,594,147792.344625,,,Mackworth_Formal,575,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,595,147792.9890333,,,Mackworth_Formal,576,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,595,147793.6096406,,,Mackworth_Formal,577,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,596,147794.2255597,,,Mackworth_Formal,578,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,597,147794.8325756,,,Mackworth_Formal,579,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,597,147795.4701216,,,Mackworth_Formal,580,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,598,147796.0800548,,,Mackworth_Formal,581,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,598,147796.6884533,,,Mackworth_Formal,582,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,599,147797.321773,,,Mackworth_Formal,583,0.6035268347522856,1,1,0.43251880002208054,8,0,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,600,147797.9289702,,,Mackworth_Formal,584,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,600,147798.5546523,,,Mackworth_Formal,585,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,601,147799.1716399,,,Mackworth_Formal,586,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,602,147799.7967381,,,Mackworth_Formal,587,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,602,147800.4048079,,,Mackworth_Formal,588,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,603,147801.0125216,,,Mackworth_Formal,589,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,603,147801.6302703,,,Mackworth_Formal,590,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,604,147802.2475021,,,Mackworth_Formal,591,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,605,147802.8738423,,,Mackworth_Formal,592,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,605,147803.4994349,,,Mackworth_Formal,593,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,606,147804.1332768,,,Mackworth_Formal,594,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,607,147804.7656532,,,Mackworth_Formal,595,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,607,147805.3770384,,,Mackworth_Formal,596,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,608,147806.327859,,,Mackworth_Formal,597,0.6035268347522856,1,0,,8,0,0,0,0,1,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,609,147806.9341978,,,Mackworth_Formal,598,0.6035268347522856,0,1,-0.14422709998325445,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,609,147807.5750146,,,Mackworth_Formal,599,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,610,147808.1876101,,,Mackworth_Formal,600,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,611,147808.79672,,,Mackworth_Formal,601,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,611,147809.4050241,,,Mackworth_Formal,602,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,612,147810.0319433,,,Mackworth_Formal,603,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,612,147810.6563636,,,Mackworth_Formal,604,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,613,147811.2796455,,,Mackworth_Formal,605,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,614,147811.9143403,,,Mackworth_Formal,606,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,614,147812.5215264,,,Mackworth_Formal,607,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,615,147813.147663,,,Mackworth_Formal,608,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,616,147813.7922668,,,Mackworth_Formal,609,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,616,147814.4091657,,,Mackworth_Formal,610,0.6035268347522856,1,1,0.47731880002538674,8,0,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,617,147815.0435023,,,Mackworth_Formal,611,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,617,147815.6517625,,,Mackworth_Formal,612,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,618,147816.2721243,,,Mackworth_Formal,613,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,619,147816.8823917,,,Mackworth_Formal,614,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,619,147817.5155252,,,Mackworth_Formal,615,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,620,147818.1492231,,,Mackworth_Formal,616,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,621,147818.7771339,,,Mackworth_Formal,617,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,621,147819.4085235,,,Mackworth_Formal,618,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,622,147820.0133383,,,Mackworth_Formal,619,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,622,147820.6298523,,,Mackworth_Formal,620,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,623,147821.2524217,,,Mackworth_Formal,621,0.6035268347522856,1,1,0.4621925999817904,8,0,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,624,147822.1969398,,,Mackworth_Formal,622,0.6035268347522856,1,0,,8,0,0,0,0,1,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,625,147822.822035,,,Mackworth_Formal,623,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,625,147823.4453123,,,Mackworth_Formal,624,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,626,147824.0684291,,,Mackworth_Formal,625,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,626,147824.6855946,,,Mackworth_Formal,626,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,627,147825.34508,,,Mackworth_Formal,627,0.6035268347522856,1,1,0.4205210000218358,8,0,1,1,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,628,147825.951382,,,Mackworth_Formal,628,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,628,147826.5679157,,,Mackworth_Formal,629,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,629,147827.1782302,,,Mackworth_Formal,630,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,630,147827.7865745,,,Mackworth_Formal,631,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
,,,,,,,,,,,630,147828.409915,,,Mackworth_Formal,632,0.6035268347522856,0,0,,8,0,1,0,0,0,Weiyu,3,30,3,12,0.7,0.1
