eeg_feature,behavior_variable,correlation,abs_correlation
de_fp2_33_35Hz,hit_rate,-0.06350593361938414,0.06350593361938414
bp_fp2_delta,kss_rating,0.060955788579012196,0.060955788579012196
de_fp2_27_29Hz,perclos,0.060013760174495424,0.060013760174495424
de_fp1_3_5Hz,frustration,0.0595697566322667,0.0595697566322667
bp_fp1_alpha,stress,-0.05854265311198742,0.05854265311198742
de_fp2_23_25Hz,kss_rating,-0.058383780420832754,0.058383780420832754
de_fp2_3_5Hz,hit_rate,-0.056296885297974934,0.056296885297974934
de_fp1_17_19Hz,rt_mean,-0.05562596631750763,0.05562596631750763
de_fp1_45_47Hz,hit_rate,0.05239006052935902,0.05239006052935902
de_fp2_45_47Hz,hit_rate,0.05177050356369896,0.05177050356369896
de_fp2_29_31Hz,perclos,0.05139492644178366,0.05139492644178366
de_fp1_9_11Hz,hit_rate,-0.05137460333877149,0.05137460333877149
de_fp1_47_49Hz,accuracy,-0.051008994334055306,0.051008994334055306
de_fp1_29_31Hz,rt_mean,-0.05095962959806966,0.05095962959806966
de_fp1_19_21Hz,rt_mean,-0.050570212345241554,0.050570212345241554
de_fp2_15_17Hz,kss_rating,-0.04957068315528048,0.04957068315528048
de_fp2_49_51Hz,false_alarm_rate,0.048980696484955025,0.048980696484955025
bp_fp1_beta,kss_rating,0.04812251402486186,0.04812251402486186
de_fp1_45_47Hz,accuracy,0.04810629017424367,0.04810629017424367
de_fp2_31_33Hz,perclos,-0.047870527229415163,0.047870527229415163
de_fp1_5_7Hz,kss_rating,-0.04634078454552046,0.04634078454552046
bp_fp1_gamma,perclos,-0.04610583826106156,0.04610583826106156
de_fp1_17_19Hz,kss_rating,0.04546664150777893,0.04546664150777893
de_fp2_35_37Hz,hit_rate,-0.04509347370529682,0.04509347370529682
bp_fp1_gamma,rt_mean,-0.04352680010118573,0.04352680010118573
de_fp2_3_5Hz,frustration,-0.04274101664255847,0.04274101664255847
bp_fp1_beta,rt_mean,-0.04197841458375016,0.04197841458375016
de_fp1_47_49Hz,rt_mean,-0.04144003991259332,0.04144003991259332
de_fp1_3_5Hz,rt_mean,-0.04083142863954787,0.04083142863954787
de_fp1_43_45Hz,hit_rate,-0.03637290670814549,0.03637290670814549
de_fp2_47_49Hz,accuracy,0.03630411210823821,0.03630411210823821
de_fp2_43_45Hz,rt_mean,-0.03186170527658359,0.03186170527658359
bp_fp2_gamma,hit_rate,-0.03134173242268038,0.03134173242268038
de_fp2_3_5Hz,perclos,-0.03043383486460463,0.03043383486460463
de_fp2_47_49Hz,false_alarm_rate,0.027078402582271916,0.027078402582271916
de_fp1_25_27Hz,kss_rating,-0.02692640892730696,0.02692640892730696
de_fp2_13_15Hz,kss_rating,-0.026547037028868813,0.026547037028868813
de_fp2_9_11Hz,kss_rating,-0.026523358716014862,0.026523358716014862
de_fp1_35_37Hz,perclos,0.024684833917992442,0.024684833917992442
de_fp1_29_31Hz,kss_rating,-0.02455517984236668,0.02455517984236668
de_fp2_17_19Hz,kss_rating,0.02434652024283019,0.02434652024283019
de_fp1_3_5Hz,hit_rate,-0.02263561971379318,0.02263561971379318
de_fp2_49_51Hz,accuracy,-0.022598997568655486,0.022598997568655486
bp_fp2_beta,kss_rating,0.02210577791931964,0.02210577791931964
de_fp1_43_45Hz,rt_mean,-0.020405543045831503,0.020405543045831503
de_fp2_47_49Hz,rt_mean,-0.020368264150970934,0.020368264150970934
de_fp1_15_17Hz,kss_rating,-0.019861262182923955,0.019861262182923955
de_fp1_13_15Hz,kss_rating,0.01969799011960119,0.01969799011960119
bp_fp2_theta,kss_rating,-0.019226447743215556,0.019226447743215556
de_fp1_41_43Hz,false_alarm_rate,0.019170264522990067,0.019170264522990067
de_fp1_27_29Hz,rt_mean,-0.0190674720542941,0.0190674720542941
de_fp1_47_49Hz,hit_rate,-0.01862896888329898,0.01862896888329898
de_fp1_49_51Hz,hit_rate,0.01850265537935523,0.01850265537935523
de_fp1_19_21Hz,kss_rating,0.018442987258755858,0.018442987258755858
de_fp2_49_51Hz,rt_mean,-0.017513437954019218,0.017513437954019218
bp_fp2_alpha,kss_rating,-0.01648924710111534,0.01648924710111534
de_fp2_41_43Hz,hit_rate,-0.016433024492772362,0.016433024492772362
bp_fp1_theta,stress,-0.015940320500426944,0.015940320500426944
de_fp1_45_47Hz,rt_mean,-0.015579597158263167,0.015579597158263167
de_fp2_39_41Hz,hit_rate,-0.015568278928364099,0.015568278928364099
de_fp1_3_5Hz,stress,0.015390778534270302,0.015390778534270302
de_fp1_21_23Hz,kss_rating,-0.014717995839852147,0.014717995839852147
de_fp2_37_39Hz,hit_rate,-0.01417747229708588,0.01417747229708588
de_fp2_45_47Hz,accuracy,-0.013084307786158444,0.013084307786158444
de_fp1_3_5Hz,kss_rating,-0.012429771240295075,0.012429771240295075
de_fp1_39_41Hz,rt_mean,0.011551180137788941,0.011551180137788941
de_fp1_9_11Hz,kss_rating,0.011477863625997085,0.011477863625997085
de_fp1_3_5Hz,accuracy,-0.01080611656777129,0.01080611656777129
de_fp1_49_51Hz,false_alarm_rate,0.010505238127008858,0.010505238127008858
de_fp1_11_13Hz,kss_rating,0.010434190133453852,0.010434190133453852
de_fp1_45_47Hz,false_alarm_rate,-0.005094572208443459,0.005094572208443459
de_fp1_41_43Hz,accuracy,-0.004953260610761637,0.004953260610761637
de_fp1_21_23Hz,rt_mean,0.004525148862356221,0.004525148862356221
de_fp1_23_25Hz,kss_rating,-0.004333286804630285,0.004333286804630285
de_fp1_41_43Hz,rt_mean,0.004232694817380051,0.004232694817380051
de_fp2_7_9Hz,kss_rating,0.002300881705015863,0.002300881705015863
de_fp2_3_5Hz,false_alarm_rate,-0.0021752030371259556,0.0021752030371259556
de_fp1_41_43Hz,hit_rate,0.0011415119355445216,0.0011415119355445216
bp_fp1_delta,stress,-0.00040806784506944305,0.00040806784506944305
de_fp1_39_41Hz,hit_rate,-0.00038462000950540386,0.00038462000950540386
de_fp1_27_29Hz,hit_rate,-0.0003247927911686349,0.0003247927911686349
de_fp1_49_51Hz,accuracy,0.00013070340823875815,0.00013070340823875815
de_fp2_49_51Hz,hit_rate,-9.592576712532178e-05,9.592576712532178e-05
