,perclos,kss_rating,stress,frustration,accuracy,hit_rate,false_alarm_rate,rt_mean
de_fp2_25_27Hz,0.21432530386932017,0.6235723568845257,-0.19018141577413966,-0.4301180561038819,-0.04778084640423906,-0.13530823440492315,0.008293045513351645,-0.004089524979734723
de_fp2_27_29Hz,0.1848738252531855,0.635549077370124,-0.19159464864045064,-0.4365660344276173,-0.019194513485415433,-0.07432310585346438,-0.015780649740721832,0.05252777388564401
de_fp2_29_31Hz,0.20327044863877916,0.6186977484615347,-0.1393879584842686,-0.4130235731231726,-0.02234621811329618,-0.056802086694425644,-0.019120285561539895,0.05625267377766189
de_fp2_31_33Hz,0.15672297235325083,0.6485492479602182,-0.16180584098275427,-0.4464790935808125,-0.017457463725157808,-0.06629445285272792,-0.025228199118989703,0.13730191607753692
de_fp2_33_35Hz,0.21426184609441945,0.6715184019550365,-0.1893279835780865,-0.49121423869865316,-0.012044993568365369,-0.09617472322963619,-0.040564282935662284,0.060471929688515266
de_fp2_35_37Hz,0.207768951273804,0.6207872882030421,-0.19732991947280704,-0.44846668729312655,-0.070830614333538,-0.1260483189148801,0.03809428364659881,0.03254296615797579
de_fp2_37_39Hz,0.21100510507972423,0.63752383268392,-0.19817773795446225,-0.44244233340931594,-0.04911036074140085,-0.11816519399276512,-0.0059151851322285735,-0.0067482169110881255
de_fp2_39_41Hz,0.22844415480559083,0.6427756886917021,-0.19434017016283148,-0.4536072460427803,-0.12577951595778747,-0.18680211253456872,0.08726301507158861,0.009110843908906653
de_fp2_41_43Hz,0.25891858608600943,0.6014059593178077,-0.19285627062481203,-0.4097852453121181,-0.053573777171430616,-0.16438509569230172,-0.02344065345261754,-0.015058439777282807
de_fp2_43_45Hz,0.199001195536571,0.5839160793073863,-0.17294066124028418,-0.38438347976280995,-0.0339611876321221,-0.13540203794863748,-0.01917034836337292,-0.02966335015224552
de_fp2_45_47Hz,0.18898843314589703,0.6404738330026006,-0.19608054186721133,-0.42907116497413783,-0.10996548951420591,-0.13556969569722366,0.047100038125223134,-0.03670441359811122
de_fp2_47_49Hz,0.2449777458411989,0.537076975489317,-0.16653074769819423,-0.35348770739689966,-0.08570433781189409,-0.1438684795550208,0.04079154432951505,-0.07829820329883831
de_fp2_49_51Hz,0.21907654081172212,0.6242260274825882,-0.23018316272801964,-0.4415811175587478,-0.07937197942637977,-0.17003984289160032,0.027307094805139952,-0.04345935905945515
bp_fp1_delta,0.006743616400259229,-0.6196591932413076,0.30564963006526374,0.6102345381171831,-0.11162761641821632,0.013563473046712843,0.1054958992012041,-0.19824135379316735
bp_fp1_theta,0.0218671685490651,-0.6261060836890346,0.3324184925098916,0.6593579290302847,-0.06436780722145277,0.02467141565331204,0.04110106207584995,-0.22450843385267558
bp_fp1_alpha,0.0034504262202964993,-0.6260830663328576,0.310362245681255,0.6563626391748243,-0.039220782997827344,0.056025337242776384,0.019897368426810152,-0.21896009148687837
bp_fp1_beta,0.2384475477062294,-0.14186928108332778,0.2299555272946438,0.30312913510367484,-0.14405086001475714,-0.08517741708255898,0.10569666940726541,-0.20198285999277643
bp_fp1_gamma,0.29353242287670467,0.4768910716919154,-0.008591621360350696,-0.29970916333222475,-0.04004954313424403,-0.05302519600441647,0.010691548683744204,0.040099513141560524
bp_fp2_delta,0.08076875512557537,-0.12889004526487793,0.17971520561770085,0.28367152710371013,-0.14253701865765295,-0.17396548663681996,0.09101141112213287,-0.15108434765542347
bp_fp2_theta,0.07886755307493785,-0.03387137826919287,0.12363213163829695,0.16502440370945612,-0.19906136197053223,-0.14361238863727216,0.1694525990344263,-0.16645680206018532
bp_fp2_alpha,0.037628946723154325,-0.03990437721967742,0.09730942353890024,0.1827975289208782,-0.13762471201406234,-0.1687612673783536,0.07754825010297975,-0.13372761669090516
bp_fp2_beta,0.264923799985053,0.4656082506288889,-0.038639328919320134,-0.23958954168932606,-0.14408918876150695,-0.20827530794655477,0.09052190370758777,-0.1037459232318123
bp_fp2_gamma,0.2109740355649058,0.5457891818267036,-0.0484249479319717,-0.36934282576918587,0.0036997456740442613,-0.04444200766885699,-0.03314565054297686,0.08839331583467028
